LIFESTAGE,PREMIUM_CUSTOMER,PROD_NAME,TOT_SALES
NEW FAMILIES,Mainstream,ThinsChipsOriginlsaltd175g,56.099999999999994
NEW FAMILIES,Budget,SmithsCrinkleCutChipsChicken170g,55.1
NEW FAMILIES,Premium,NaturalChipCoHonySoyChckn175g,51.0
NEW FAMILIES,Premium,NaturalChipCoTmatoHrbSpce175g,51.0
NEW FAMILIES,Mainstream,SmithsCrinkleCutChipsOriginal170g,46.4
NEW FAMILIES,Premium,SmithsCrinkleCutChipsChsOnion170g,46.4
NEW FAMILIES,Premium,WWSupremeCheeseCornChips200g,45.599999999999994
NEW FAMILIES,Mainstream,WWSourCreamOnionStackedChips160g,45.599999999999994
NEW FAMILIES,Budget,WWOriginalCornChips200g,45.599999999999994
NEW FAMILIES,Premium,WWOriginalCornChips200g,43.699999999999996
NEW FAMILIES,Premium,SmithsChipThinlyCutOriginal175g,42.0
NEW FAMILIES,Premium,NaturalChipCoSeaSaltVinegr175g,39.0
NEW FAMILIES,Mainstream,WWSupremeCheeseCornChips200g,38.0
NEW FAMILIES,Budget,WWSourCreamOnionStackedChips160g,36.1
NEW FAMILIES,Mainstream,NaturalChipCoSeaSaltVinegr175g,36.0
NEW FAMILIES,Premium,WWDStyleChipSeaSalt200g,34.199999999999996
NEW FAMILIES,Mainstream,WWOriginalCornChips200g,34.199999999999996
NEW FAMILIES,Mainstream,NaturalChipCompnySeaSalt175g,33.0
NEW FAMILIES,Budget,WWSupremeCheeseCornChips200g,32.3
NEW FAMILIES,Mainstream,WWOriginalStackedChips160g,30.4
NEW FAMILIES,Mainstream,SmithsCrinkleCutChipsChicken170g,29.0
NEW FAMILIES,Mainstream,SmithsCrinkleCutChipsChsOnion170g,29.0
NEW FAMILIES,Budget,SmithsChipThinlyCutSaltVinegr175g,27.0
NEW FAMILIES,Premium,SmithsChipThinlyCutSaltVinegr175g,27.0
NEW FAMILIES,Premium,WWSourCreamOnionStackedChips160g,26.599999999999998
NEW FAMILIES,Premium,SmithsCrinkleCutChipsOriginal170g,26.1
NEW FAMILIES,Premium,WWOriginalStackedChips160g,24.7
NEW FAMILIES,Premium,SmithsCrinkleCutChipsChicken170g,23.2
NEW FAMILIES,Premium,SmithsCrinkleCutChipsBarbecue170g,23.2
NEW FAMILIES,Mainstream,WWDStyleChipSeaSalt200g,22.799999999999997
NEW FAMILIES,Premium,SmithsChipThinlySCreamOnion175g,21.0
NEW FAMILIES,Premium,NaturalChipCompnySeaSalt175g,18.0
NEW FAMILIES,Premium,FrenchFriesPotatoChips175g,15.0
